w,y,tariff.plan,payment.method,gender,age,activ.area,activ.chan,vas1,vas2,q01.out.ch.peak,q01.out.dur.peak,q01.out.val.peak,q01.out.ch.offpeak,q01.out.dur.offpeak,q01.out.val.offpeak,q01.in.ch.tot,q01.in.dur.tot,q01.ch.sms,q01.ch.cc,q02.out.ch.peak,q02.out.dur.peak,q02.out.val.peak,q02.out.ch.offpeak,q02.out.dur.offpeak,q02.out.val.offpeak,q02.in.ch.tot,q02.in.dur.tot,q02.ch.sms,q02.ch.cc,q03.out.ch.peak,q03.out.dur.peak,q03.out.val.peak,q03.out.ch.offpeak,q03.out.dur.offpeak,q03.out.val.offpeak,q03.in.ch.tot,q03.in.dur.tot,q03.ch.sms,q03.ch.cc,q04.out.ch.peak,q04.out.dur.peak,q04.out.val.peak,q04.out.ch.offpeak,q04.out.dur.offpeak,q04.out.val.offpeak,q04.in.ch.tot,q04.in.dur.tot,q04.ch.sms,q04.ch.cc,q05.out.ch.peak,q05.out.dur.peak,q05.out.val.peak,q05.out.ch.offpeak,q05.out.dur.offpeak,q05.out.val.offpeak,q05.in.ch.tot,q05.in.dur.tot,q05.ch.sms,q05.ch.cc,q06.out.ch.peak,q06.out.dur.peak,q06.out.val.peak,q06.out.ch.offpeak,q06.out.dur.offpeak,q06.out.val.offpeak,q06.in.ch.tot,q06.in.dur.tot,q06.ch.sms,q06.ch.cc,q07.out.ch.peak,q07.out.dur.peak,q07.out.val.peak,q07.out.ch.offpeak,q07.out.dur.offpeak,q07.out.val.offpeak,q07.in.ch.tot,q07.in.dur.tot,q07.ch.sms,q07.ch.cc,q08.out.ch.peak,q08.out.dur.peak,q08.out.val.peak,q08.out.ch.offpeak,q08.out.dur.offpeak,q08.out.val.offpeak,q08.in.ch.tot,q08.in.dur.tot,q08.ch.sms,q08.ch.cc,q09.out.ch.peak,q09.out.dur.peak,q09.out.val.peak,q09.out.ch.offpeak,q09.out.dur.offpeak,q09.out.val.offpeak,q09.in.ch.tot,q09.in.dur.tot,q09.ch.sms,q09.ch.cc
1,2.89037175789616,8,credit card,B,26.88,3,5,N,N,38,5155,30.3356,0,0,0,47,4181,0,0,7,477,3.1669,0,0,0,15,1669,0,0,19,2107,12.7586,0,0,0,25,1530,0,1,28,4632,26.6223,0,0,0,35,5774,0,1,23,6411,35.2203,0,0,0,33,2259,0,0,47,4633,28.5911,0,0,0,54,5355,2,1,72,9292,54.9355,0,0,0,130,13436,0,0,36,5812,33.4943,0,0,0,91,8782,0,0,24,1897,12.1972,0,0,0,73,5478,1,0
1,7.13169851046691,6,credit card,B,32.13,1,5,N,N,237,29549,124.7935,0,0,0,66,3209,0,0,204,25884,108.8288,0,0,0,174,7839,0,0,125,19132,77.9313,0,0,0,152,7615,0,0,85,7466,34.1517,0,0,0,138,6363,0,0,187,21553,92.5599,0,0,0,214,10545,0,0,282,46634,187.6086,0,0,0,252,11517,0,0,341,50798,207.8491,0,0,0,235,10919,0,1,53,6775,28.4981,0,0,0,91,4061,0,0,294,34674,148.1007,0,0,0,206,12522,0,0
1,8.13035354743124,7,post account,M,44.95,3,5,Y,N,109,15391,76.7414,19,2106,7.3135,94,7166,0,0,101,11815,59.1792,19,2053,7.1777,103,11623,28,1,157,14498,77.6193,20,2026,7.2139,147,9994,39,0,142,13310,82.7968,25,3003,10.5874,131,13357,58,0,166,23438,114.7691,40,6725,22.1601,138,14216,26,2,162,22741,113.6629,42,2784,11.4003,134,14166,15,0,194,27034,134.2798,33,2706,10.8373,144,12013,14,2,50,4468,24.0256,24,1778,6.9975,77,4349,17,1,225,24681,120.6237,6,387,1.6031,142,13527,9,1
1,7.73848812249465,7,bank account,B,37.4,3,5,N,Y,224,26247,134.8779,9,400,1.947,252,19223,0,0,386,53040,237.1033,11,606,2.6768,300,22293,0,1,475,64095,266.8688,0,0,0,301,25443,0,0,438,58783,244.9979,0,0,0,301,22826,0,0,474,56906,242.1357,0,0,0,293,28461,1,0,313,29818,133.6621,0,0,0,282,13651,0,0,478,51757,225.2558,0,0,0,359,25924,0,0,230,40678,161.8901,0,0,0,89,10359,0,0,486,65222,271.6393,0,0,0,215,21214,0,4
1,4.90527477843843,8,bank account,B,50.26,2,5,N,N,38,2383,20.2353,11,682,2.6938,51,4016,0,4,93,4063,37.4235,27,593,4.1441,60,5705,0,0,94,5940,41.9058,5,468,1.585,152,10455,0,4,117,7511,50.5673,0,0,0,151,12660,3,6,60,4929,31.4496,0,0,0,165,18189,3,1,79,5979,38.7921,0,0,0,105,8829,0,0,42,4034,25.0058,0,0,0,53,6169,4,3,8,454,3.153,0,0,0,20,2263,0,0,48,2605,18.3053,0,0,0,66,4814,1,2
1,5.63835466933375,8,credit card,B,43.44,2,7,N,N,6,1636,9.0013,0,0,0,27,401,0,0,48,2843,19.5241,0,0,0,82,6785,0,0,35,3308,20.5622,0,0,0,50,4458,0,0,55,3365,22.9209,0,0,0,72,8680,0,0,27,1479,10.3653,0,0,0,73,6052,0,0,24,2028,12.8696,0,0,0,52,5497,0,0,37,2053,14.3399,0,0,0,92,9571,0,0,7,299,2.2554,0,0,0,15,575,0,0,26,2836,17.2151,0,0,0,57,7488,0,0
1,8.4707303170059,7,post account,M,20.49,4,3,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1911,7.3203,0,0,0,38,1699,0,0,51,11360,43.8715,0,0,0,64,25426,0,0,90,16693,66.0238,0,0,0,126,14566,0,0,82,38542,139.4449,0,0,0,137,48499,0,0
1,8.62748154531036,7,bank account,F,21.01,2,3,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4413,19.1983,0,0,0,11,512,0,3,412,30298,126.3646,0,0,0,184,13228,4,6,616,50032,215.2515,0,0,0,286,15625,1,6,262,19282,88.3751,0,0,0,67,5947,0,5,671,56418,246.398,0,0,0,218,16654,0,4
1,8.11252776347864,7,credit card,B,23.01,2,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5136,21.2408,0,0,0,50,4014,9,0,243,29875,117.8617,0,0,0,175,12691,8,1,185,20612,84.0048,0,0,0,178,12592,14,0,341,35184,144.1452,0,0,0,253,20577,20,1,279,26243,104.7891,0,0,0,233,18234,20,0,23,899,5.4311,0,0,0,42,3512,21,0,324,31425,125.0456,0,0,0,194,20994,34,1
1,7.57044325205737,7,post account,M,24.59,3,5,N,Y,0,0,0,0,0,0,0,0,0,0,122,22155,87.7863,0,0,0,175,14294,3,2,312,54463,217.1035,0,0,0,318,31763,0,0,285,47913,192.0559,0,0,0,297,30844,0,1,243,38952,157.3634,0,0,0,215,27192,0,3,323,50829,206.0957,0,0,0,226,38240,0,2,304,44418,182.0438,0,0,0,318,37097,0,0,221,40743,161.0772,0,0,0,190,27789,1,2,255,55754,215.8077,0,0,0,255,41376,0,1
1,5.40267738187228,7,bank account,M,38.09,2,5,N,N,46,2475,13.1614,0,0,0,52,2726,3,1,89,4795,25.4892,0,0,0,81,5885,0,1,169,9442,49.5422,0,0,0,136,13572,0,0,104,7588,36.5285,0,0,0,61,5225,0,0,159,11094,53.8164,0,0,0,143,10052,0,0,123,7833,39.3225,0,0,0,135,11581,0,0,125,9802,46.1175,0,0,0,84,11343,0,1,142,8827,44.6678,0,0,0,86,9069,0,2,103,5375,28.5962,0,0,0,66,6365,0,8
1,5.56452040732269,8,bank account,B,24.09,3,5,N,N,0,0,0,0,0,0,0,0,0,0,12,1571,9.2874,0,0,0,9,490,0,1,63,3994,26.9704,0,0,0,83,7154,3,1,41,2163,15.316,0,0,0,70,7211,0,0,43,2419,16.8324,0,0,0,48,4370,0,0,72,6798,42.2653,0,0,0,59,5170,0,0,77,6533,41.4224,0,0,0,74,7050,0,0,46,7561,43.4888,0,0,0,22,2464,0,1,115,11592,71.2649,0,0,0,97,8226,0,0
1,8.46400336290212,3,bank account,B,44.42,1,5,N,N,75,4919,31.6789,36,3258,11.9973,89,3990,0,0,45,1837,13.5869,15,370,2.4888,46,2221,0,0,72,4074,27.255,41,2434,10.4195,83,2910,0,0,64,2977,21.0957,28,1381,6.401,91,2772,1,1,81,4174,28.6727,32,1514,7.1519,99,3806,1,1,66,3175,22.266,21,1242,5.3252,75,2408,1,0,50,2090,15.3315,23,1218,5.4713,90,2599,1,0,19,1393,8.0882,20,753,4.3196,30,1206,0,0,50,3336,21.3937,35,2195,9.194,53,3555,0,0
1,7.9585769038139,7,bank account,B,23.01,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5839,23.2519,0,0,0,6,146,0,3,70,11919,47.7382,0,0,0,7,138,0,6,46,6693,27.3934,0,0,0,19,411,0,3,124,28095,108.2824,0,0,0,4,26,0,0,95,22671,86.8577,0,0,0,15,230,0,0,44,15866,58.4614,0,0,0,0,0,0,1,172,40038,153.8288,0,0,0,3,1963,0,1
1,6.71417052990947,7,credit card,B,21.57,1,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3698,16.9052,0,0,0,34,2411,0,0,136,13099,58.5641,0,0,0,78,7795,0,0,147,15320,67.2473,0,0,0,99,7136,0,0,145,18856,79.0582,0,0,0,92,7834,0,0,148,13766,61.9645,0,0,0,106,11492,0,0
1,4.02535169073515,8,credit card,B,27.6,3,5,N,N,147,23271,134.3026,0,0,0,67,4585,0,0,167,28089,161.053,0,0,0,129,10709,0,0,242,35017,204.0909,0,0,0,143,12914,0,0,197,20629,126.0351,0,0,0,121,8979,0,0,222,23466,148.0016,0,0,0,206,15635,0,0,246,18976,122.1111,0,0,0,267,13128,0,0,184,18284,112.68,0,0,0,207,12418,0,0,167,14774,92.9416,0,0,0,107,8314,0,0,129,11393,71.5954,0,0,0,120,8837,0,0
1,9.39341164766068,3,bank account,M,30.75,2,5,N,N,50,4387,26.5072,60,10797,31.4259,193,22164,0,0,145,10629,66.689,134,21741,67.2024,247,33727,0,0,186,19678,114.9463,224,38059,118.9705,340,53593,0,0,94,7611,46.7368,78,9889,33.1865,294,40979,0,0,22,1461,9.3814,12,600,2.6608,338,34188,0,0,12,1533,8.6987,4,232,1.003,172,18733,0,0,34,1643,11.5051,12,1743,5.6681,231,25673,0,0,60,5527,32.984,74,12610,39.6861,132,22383,0,0,81,7848,46.5472,38,6699,20.8437,159,20587,0,0
1,5.51342874616498,8,bank account,F,23.5,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1923,11.6089,0,0,0,25,4156,1,5,19,3098,17.8338,0,0,0,29,10536,12,5,61,5537,34.6672,0,0,0,77,9645,18,0,81,7837,48.5144,0,0,0,76,9404,10,0,133,11394,71.9063,0,0,0,146,10363,6,0,71,5271,34.3403,0,0,0,91,7656,5,0,85,5230,35.4697,0,0,0,97,7047,6,4
1,6.70563909486,7,credit card,M,46.42,2,5,N,N,217,15931,131.3407,62,7088,22.2216,385,7480,0,0,253,17167,142.9894,101,8460,29.5981,306,8164,0,0,240,18289,147.0565,61,5249,17.4619,326,12892,0,0,295,21039,174.4633,70,6989,23.1848,310,18580,0,3,422,31209,155.8114,15,651,3.0352,218,12030,0,2,312,26153,121.0993,0,0,0,287,15316,0,1,243,26458,115.0139,0,0,0,354,11565,0,0,141,11250,52.7933,0,0,0,154,8717,0,3,254,25372,112.3552,0,0,0,170,6876,0,1
1,4.66343909411207,8,post account,M,28.45,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,845,6.0854,0,0,0,22,2544,0,6,30,1598,11.2872,0,0,0,25,935,0,15,36,1852,13.2074,0,0,0,29,1872,4,13,60,2888,18.7009,0,0,0,29,1143,9,33,22,576,4.6471,0,0,0,22,2046,22,16,22,1540,8.4802,0,0,0,13,432,10,3,39,2748,16.6924,0,0,0,6,764,15,1
1,7.68294316987829,6,post account,B,32.26,3,5,Y,N,160,11691,56.1544,0,0,0,263,21716,15,1,257,17135,84.6731,0,0,0,250,21140,4,0,383,27531,133.125,0,0,0,365,28042,2,0,403,28199,137.25,0,0,0,425,30633,2,0,340,20256,103.8533,0,0,0,406,27607,6,0,481,30015,151.5837,0,0,0,436,30553,4,0,509,33637,166.2604,0,0,0,478,36621,2,0,314,23385,108.5128,0,0,0,290,26955,0,0,462,35331,159.5279,0,0,0,488,42309,3,0
1,10.0628389707626,4,credit card,B,35.57,1,5,N,N,78,13367,70.9059,21,1386,5.6919,110,20380,0,0,70,9546,48.3393,13,671,3.0481,51,7096,0,0,259,30409,212.8216,35,5076,36.545,251,45340,0,0,112,21108,128.2734,9,2688,45.9502,96,20868,0,0,72,16071,97.8097,5,784,2.8823,45,9412,0,2,87,15455,91.1531,20,1961,7.0481,83,12368,0,0,84,11780,112.2989,17,1178,22.8527,56,11462,0,0,59,9798,48.9823,63,5216,30.7018,58,6125,77,0,205,33024,242.8127,19,998,4.4989,252,36768,2,0
1,6.28226674689601,3,bank account,B,44.09,3,7,N,N,5,468,2.7935,0,0,0,11,854,0,0,20,1000,6.9303,3,135,0.6533,12,500,0,0,32,5682,30.9482,6,1698,4.9342,19,2339,0,0,0,0,0,0,0,0,1,40,0,0,9,1003,5.8096,3,141,0.6683,19,2157,0,0,1,5,0.1276,0,0,0,2,187,0,0,19,1724,10.3503,0,0,0,5,307,0,0,8,895,5.1811,1,102,0.3626,12,1296,0,0,29,4561,25.1855,14,3395,10.0725,19,3173,0,0
1,6.48004456192665,8,credit card,F,29.73,1,7,Y,N,2,9,0.2531,2,11,0.235,43,2683,0,4,5,87,0.8594,0,0,0,146,4981,0,5,22,444,4.4441,0,0,0,77,2077,0,0,33,1645,11.8372,0,0,0,99,4863,0,1,127,6391,45.757,0,0,0,153,8497,0,1,107,5446,38.8489,0,0,0,75,5865,0,4,224,15631,103.1184,0,0,0,118,6753,16,5,323,29694,185.391,0,0,0,64,8196,11,6,449,37424,209.6004,0,0,0,57,2989,8,7
1,7.08506429395255,8,credit card,M,20.65,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,14728,96.9431,0,0,0,209,16790,0,12,229,14732,99.0254,0,0,0,340,20285,0,9,268,15334,106.1376,0,0,0,284,21211,0,11,220,13021,89.4385,0,0,0,264,21662,0,0
1,5.8406416573734,7,credit card,B,29.44,2,5,Y,N,250,58026,264.3495,115,30898,88.9008,113,16313,0,0,261,50782,237.8795,112,27100,78.8728,103,8919,6,0,351,71416,310.8213,93,26838,73.6137,94,17434,17,4,408,63658,255.4876,0,0,0,113,13371,1,0,362,72311,283.1222,0,0,0,109,11254,4,2,383,72877,287.2198,0,0,0,70,6875,0,0,380,57733,235.3411,0,0,0,127,6160,0,2,455,83432,319.6672,0,0,0,88,8111,3,17,454,87701,336.7981,0,0,0,137,14708,0,1
1,7.65917136766606,7,credit card,B,27.44,2,5,N,N,205,32438,131.305,0,0,0,270,38564,12,0,231,36555,148.0868,0,0,0,282,44836,1,0,254,40888,165.0818,0,0,0,315,46510,2,0,276,43549,176.4997,0,0,0,324,50612,1,2,292,50791,202.6639,0,0,0,297,45290,10,1,251,47354,186.8531,0,0,0,232,34022,11,1,226,38510,154.1102,0,0,0,260,38996,6,0,55,8920,35.9955,0,0,0,158,15818,16,0,254,42817,171.7426,0,0,0,239,42489,13,0
1,5.40267738187228,7,bank account,B,35.77,2,5,N,N,52,6576,37.3636,8,1260,4.0273,55,3943,0,0,68,14683,76.1691,11,2803,6.6401,75,11246,0,0,110,21416,108.8061,15,2616,6.9887,73,7635,0,0,72,9031,38.1279,0,0,0,63,10267,0,1,121,13579,58.6426,0,0,0,121,11412,0,2,128,11002,50.6133,0,0,0,69,6866,0,3,94,7679,35.8065,0,0,0,68,7770,0,0,56,5745,25.3074,0,0,0,43,6365,0,0,118,9734,45.2695,0,0,0,58,8123,0,0
1,7.60936653795421,3,bank account,B,34.72,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.66343909411207,8,post account,M,21.54,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3604,24.2497,0,0,0,18,669,0,0,46,3329,21.8058,0,0,0,5,317,0,0,80,4891,33.3172,0,0,0,4,417,0,0,110,7959,52.0377,0,0,0,3,137,0,0,99,8578,54.1743,0,0,0,6,873,0,4
1,9.76036747794131,7,bank account,M,29.44,3,5,N,N,81,6202,53.0918,86,8040,33.3631,103,3854,0,0,20,1005,8.945,21,1105,4.9771,35,650,0,3,87,4368,38.884,100,9088,33.3166,165,5851,0,0,107,5578,49.2313,127,11352,41.9632,118,4335,0,0,67,4134,35.2136,114,7845,31.7089,103,4657,0,0,78,5738,47.122,85,5249,22.1168,218,5790,0,0,185,10258,90.6196,229,14925,58.6633,241,10101,0,1,103,5492,55.0652,149,8949,36.6504,130,6213,0,7,79,4683,47.4464,167,10399,39.385,113,6217,0,0
1,4.49980967033027,8,credit card,B,27.11,3,4,N,N,38,6978,39.573,0,0,0,36,12502,0,0,88,12059,70.8708,0,0,0,52,17621,0,0,65,7861,46.9883,0,0,0,67,23646,0,0,58,8918,51.6808,0,0,0,51,15619,0,0,49,4757,29.3311,0,0,0,54,12089,0,0,49,6457,38.1414,0,0,0,54,10069,0,0,84,12871,74.6177,0,0,0,53,11010,0,0,28,2224,14.2867,0,0,0,17,4143,0,0,139,14528,88.5817,0,0,0,79,11210,0,0
1,5.67332326717149,8,bank account,B,48.85,1,5,N,N,45,3788,24.056,0,0,0,58,2641,7,0,60,3114,22.0491,0,0,0,53,4966,2,0,50,2781,19.4121,0,0,0,71,4808,4,0,63,4172,27.8825,0,0,0,50,2415,8,0,83,3244,25.0905,0,0,0,60,3671,0,0,131,5279,40.5842,0,0,0,68,2814,2,0,112,7279,48.7602,0,0,0,79,6925,2,0,86,5811,38.6537,0,0,0,93,8851,4,0,85,4927,33.8135,0,0,0,42,1556,9,0
1,6.04973345523196,8,credit card,M,20.16,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,635,4.4927,0,0,0,14,2168,1,0,27,3064,18.4866,0,0,0,22,2522,0,0,8,1287,7.4205,0,0,0,29,2139,17,0,43,3738,23.5902,0,0,0,46,4134,8,0
1,7.99598047476376,7,credit card,M,21.18,3,3,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2353,9.1325,0,0,0,11,268,0,0,21,3226,13.1309,0,0,0,6,258,0,0,26,3765,15.4808,0,0,0,7,489,0,0,8,1731,6.7093,0,0,0,2,1114,0,0,75,10047,41.8893,0,0,0,21,2474,0,0
1,8.23774380389093,7,credit card,B,20.68,1,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,181021,495.9066,0,0,0,215,15372,32,3,585,162265,273.8642,0,0,0,293,30155,22,2,299,93763,142.0783,0,0,0,136,18236,13,2,428,77901,187.5704,0,0,0,167,16258,2,2
1,6.92853781816467,8,bank account,B,23.01,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1463,10.5946,0,0,0,33,1218,0,5,139,6763,48.7969,0,0,0,143,6642,0,0,192,12286,82.7787,0,0,0,155,11060,0,0,143,6323,47.059,0,0,0,126,7153,0,0,142,8307,57.2255,0,0,0,153,8516,1,0,154,9485,64.4972,0,0,0,105,7714,0,0,241,11966,86.0934,0,0,0,147,10599,0,0
1,7.62217459481762,6,credit card,B,34.45,4,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,22451,78.0583,0,0,0,313,41090,17,6,66,15312,46.2885,0,0,0,109,16302,2,7,231,55417,135.4806,0,0,0,372,72392,10,6
1,5.37989735354046,7,bank account,M,52.62,3,5,Y,N,212,19893,89.3946,0,0,0,271,27852,11,1,125,9122,43.9138,0,0,0,221,20201,5,0,242,18942,89.3636,0,0,0,286,33360,33,1,225,26495,102.7553,0,0,0,222,24481,66,3,240,18032,80.811,0,0,0,234,21507,40,7,264,30443,118.25,0,0,0,282,29061,15,1,186,26059,107.7024,0,0,0,173,15713,14,1,90,9427,39.8601,0,0,0,73,4571,3,1,103,9849,43.5043,0,0,0,126,13387,6,0
1,4.36944785246702,6,bank account,M,34.75,2,5,Y,N,218,18850,86.5732,0,0,0,336,19123,0,1,202,19154,85.9627,0,0,0,281,17589,0,2,154,11803,56.0201,0,0,0,272,12441,0,0,153,11459,54.7439,0,0,0,188,36427,0,0,156,10790,52.6755,0,0,0,77,7308,0,0,72,6029,27.8546,0,0,0,106,14258,0,5,77,6115,28.1784,0,0,0,73,8076,0,0,82,9391,39.0255,0,0,0,63,11974,0,1,113,7710,37.6156,0,0,0,125,19313,0,0
1,5.48893772615669,8,credit card,B,28.45,1,5,N,N,110,4082,32.2765,0,0,0,28,1287,2,1,137,5200,40.7923,0,0,0,41,1929,1,0,141,4572,37.9895,0,0,0,39,2406,1,0,70,4647,31.0385,0,0,0,33,1685,2,0,119,5985,42.9558,0,0,0,60,2543,8,1,132,9721,63.439,0,0,0,43,2842,4,0,99,6979,45.9812,0,0,0,34,2305,4,0,98,5338,37.267,0,0,0,41,2508,1,0,107,7506,49.4032,0,0,0,44,3352,7,0
1,5.97888576490112,8,credit card,M,16.78,4,5,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.90581031265893,7,credit card,B,42.52,3,3,N,N,100,12419,52.533,0,0,0,33,2565,0,0,89,9432,41.2458,0,0,0,58,2813,0,1,67,5024,23.9925,0,0,0,22,999,0,0,144,13687,61.2833,0,0,0,46,2178,0,0,117,9613,44.6503,0,0,0,25,1037,0,0,203,18022,82.2132,0,0,0,69,3398,0,0,81,8483,37.1957,0,0,0,98,5099,0,0,64,9909,40.2831,0,0,0,44,3029,0,0,323,36294,156.7049,0,0,0,177,18423,0,0
1,7.57250298502038,7,post account,B,36.55,4,5,Y,N,947,89849,452.5784,192,17997,65.0054,289,27837,0,1,1104,109703,544.2103,134,16202,49.805,299,23770,0,0,1149,96060,487.9108,231,22296,75.7627,387,29338,0,0,954,84397,402.5668,142,12956,44.1581,263,15348,0,0,882,64102,327.3009,134,10074,38.1073,271,19025,0,0,1069,91157,463.3656,181,18103,62.6318,381,31775,0,0,1356,124707,522.109,0,0,0,438,36081,0,0,831,61873,288.3157,0,0,0,207,14283,0,0,1086,92753,384.0611,0,0,0,351,31664,0,0
1,4.20469261939097,8,bank account,B,23.47,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,524,4.1306,0,0,0,9,306,0,0,13,664,4.7452,0,0,0,9,323,0,0,17,905,6.3927,0,0,0,13,377,0,0,30,2289,14.8259,0,0,0,34,1237,0,0,30,3375,20.2864,0,0,0,46,2169,0,0,21,1705,10.905,0,0,0,21,997,0,0
1,4.91998092582813,8,post account,B,32.36,3,5,N,N,39,3093,19.0753,1,7,0.1209,70,3771,0,0,0,0,0,0,0,0,42,1930,0,0,12,707,4.6791,0,0,0,79,4445,0,0,22,1285,8.5236,13,686,3.0853,51,2442,0,0,32,2251,14.2552,2,98,0.4555,43,2402,0,0,47,4251,25.5388,12,1349,4.6662,56,3882,0,0,63,4078,26.3476,8,246,1.4512,65,4471,3,0,16,1084,6.9267,10,1368,4.5097,41,2820,1,0,42,3403,21.2553,0,0,0,59,4179,0,0
1,2.07944154167984,7,bank account,B,42.65,2,5,N,N,7,474,3.029,1,60,0.2556,51,3638,0,0,16,730,5.2049,4,380,1.3789,51,3038,0,0,19,3984,21.3441,1,95,0.3445,79,12524,0,0,128,27979,149.2385,4,877,2.6417,184,17416,0,0,86,20414,108.1977,2,503,1.4848,109,10234,0,0,56,11256,60.5463,0,0,0,74,4336,0,0,88,20096,106.8591,0,0,0,122,10064,0,0,27,4516,18.1364,0,0,0,72,7083,0,0,56,10361,40.9953,0,0,0,143,17199,0,0
1,8.56178407474411,3,post account,B,36.55,3,5,N,N,1,121,0.6921,10,683,2.7677,2,142,0,1,0,0,0,9,249,1.5618,1,27,0,0,8,475,3.1364,14,1334,4.8351,7,1234,0,0,19,582,4.7943,10,639,2.6561,5,339,0,0,20,1638,10.0348,10,243,1.6506,6,662,0,0,11,1606,8.9492,16,499,2.92,3,232,0,0,14,552,4.1306,11,576,2.5993,4,142,0,0,13,2439,13.2084,7,364,1.6485,8,1156,0,0,9,401,2.8803,12,322,2.0581,6,567,0,0
1,5.68017260901707,7,credit card,B,26.95,4,3,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2872,14.0988,0,0,0,15,1029,0,0,333,23665,114.7092,0,0,0,169,13741,0,0,404,29079,140.3425,0,0,0,190,13221,0,0,325,28281,129.3699,0,0,0,193,13011,0,0,298,19512,96.9849,0,0,0,156,9169,0,0,62,4552,21.8735,0,0,0,33,2116,0,0,262,15186,78.3605,0,0,0,102,7015,0,0
1,4.61512051684126,8,credit card,B,21.18,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4680,26.3522,0,0,0,37,1772,8,0,118,14280,85.2459,0,0,0,86,12886,5,0,146,22380,129.6317,0,0,0,89,10220,4,0,13,996,6.4464,0,0,0,15,2339,0,0,111,14720,86.8825,0,0,0,58,8035,0,0
1,2.70805020110221,7,bank account,B,35.63,2,5,Y,N,132,12308,66.5997,32,7765,22.7174,152,12200,0,0,84,10298,48.5898,18,815,3.7149,190,9883,0,0,155,14000,61.7936,0,0,0,196,10166,0,0,100,10424,41.551,0,0,0,137,9407,0,1,83,9081,36.6994,0,0,0,145,7816,0,0,99,12011,44.5108,0,0,0,179,11879,0,0,128,10922,47.4169,0,0,0,216,13282,0,0,64,7049,23.4812,0,0,0,92,7058,0,0,81,7030,29.9431,0,0,0,105,9031,0,0
